Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,Location_Prefix,RDataPath,Tags
GO_All_Arabidopsis_thaliana_EnsemblID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_All_Arabidopsis_thaliana_EnsemblID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_All_Arabidopsis_thaliana_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_All_Arabidopsis_thaliana_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_All_Arabidopsis_thaliana_GeneSymbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_All_Arabidopsis_thaliana_GeneSymbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_All_Arabidopsis_thaliana_UniprotID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_All_Arabidopsis_thaliana_UniprotID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_BP_Arabidopsis_thaliana_EnsemblID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_BP_Arabidopsis_thaliana_EnsemblID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_BP_Arabidopsis_thaliana_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_BP_Arabidopsis_thaliana_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_BP_Arabidopsis_thaliana_GeneSymbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_BP_Arabidopsis_thaliana_GeneSymbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_BP_Arabidopsis_thaliana_UniprotID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_BP_Arabidopsis_thaliana_UniprotID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_CC_Arabidopsis_thaliana_EnsemblID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_CC_Arabidopsis_thaliana_EnsemblID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_CC_Arabidopsis_thaliana_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_CC_Arabidopsis_thaliana_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_CC_Arabidopsis_thaliana_GeneSymbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_CC_Arabidopsis_thaliana_GeneSymbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_CC_Arabidopsis_thaliana_UniprotID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_CC_Arabidopsis_thaliana_UniprotID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_MF_Arabidopsis_thaliana_EnsemblID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Arabidopsis_thaliana_EnsemblID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_MF_Arabidopsis_thaliana_EntrezID.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Arabidopsis_thaliana_EntrezID.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
GO_MF_Arabidopsis_thaliana_GeneSymbol.gmt,"ExperimentHubData package for the mulea package. mulea is a comprehensive overrepresentation and functional enrichment analyser R package. Here we provide ontologies (gene sets) in a standardised GMT format for many different model organisms, ranging from Escherichia coli to human, all acquired from publicly available data sources. The GMT files are provided with multiple gene and protein identifiers.",3.19,NA,GMT,http://geneontology.org/,01-04-2023,Arabidopsis thaliana,3702,NA,mulea,Eszter Ari arieszter@gmail.com,data.frame,Rds,NA,muleaData/GO_MF_Arabidopsis_thaliana_GeneSymbol.gmt,ExperimentData:ExperimentHub:Arabidopsis_thaliana_Data:Bacillus_subtilis_Data:Caenorhabditis_elegans_Data:Danio_rerio_Data:Drosophila_melanogaster_Data:Escherichia_coli_Data:Homo_sapiens_Data:Pan_troglodytes_Data:Pseudomonas_aeruginosa_Data:Rattus_norvegicus_Data:Saccharomyces_cerevisiae_Data:Staphylococcus_aureus_Data:ChIPSeqData:DNASeqData:miRNAData
